freq_hz,h1_db,h2_target_db,h2_target_linear,htotal_target_db
3500000000.000000,0.385545101,-0.385545101,0.956583190413,0.000000000
3501000000.000000,0.390103627,-0.390103627,0.956081288425,0.000000000
3502000000.000000,0.388335144,-0.388335144,0.956275970342,0.000000000
3503000000.000000,0.411742411,-0.411742411,0.953702408583,0.000000000
3504000000.000000,0.370056173,-0.370056173,0.958290518872,0.000000000
3505000000.000000,0.389723039,-0.389723039,0.956123181777,0.000000000
3506000000.000000,0.378267416,-0.378267416,0.957385022898,0.000000000
3507000000.000000,0.384897054,-0.384897054,0.956654562951,0.000000000
3508000000.000000,0.369610607,-0.369610607,0.958339678215,0.000000000
3509000000.000000,0.363948630,-0.363948630,0.958964584397,0.000000000
3510000000.000000,0.358643051,-0.358643051,0.959550525134,0.000000000
3511000000.000000,0.381527957,-0.381527957,0.957025703654,0.000000000
3512000000.000000,0.359485517,-0.359485517,0.959457460460,0.000000000
3513000000.000000,0.365130939,-0.365130939,0.958834060599,0.000000000
3514000000.000000,0.348838602,-0.348838602,0.960634257057,0.000000000
3515000000.000000,0.353846978,-0.353846978,0.960080504831,0.000000000
3516000000.000000,0.354219621,-0.354219621,0.960039316234,0.000000000
3517000000.000000,0.379389740,-0.379389740,0.957261324944,0.000000000
3518000000.000000,0.346440227,-0.346440227,0.960899547016,0.000000000
3519000000.000000,0.344266768,-0.344266768,0.961140021760,0.000000000
3520000000.000000,0.334339359,-0.334339359,0.962239170530,0.000000000
3521000000.000000,0.352910279,-0.352910279,0.960184046895,0.000000000
3522000000.000000,0.323927543,-0.323927543,0.963393302659,0.000000000
3523000000.000000,0.320546411,-0.320546411,0.963768393080,0.000000000
3524000000.000000,0.321070052,-0.321070052,0.963710292706,0.000000000
3525000000.000000,0.316487500,-0.316487500,0.964218866715,0.000000000
3526000000.000000,0.321173580,-0.321173580,0.963698806214,0.000000000
3527000000.000000,0.302954152,-0.302954152,0.965722371952,0.000000000
3528000000.000000,0.299820389,-0.299820389,0.966070855661,0.000000000
3529000000.000000,0.307630077,-0.307630077,0.965202628975,0.000000000
3530000000.000000,0.307521184,-0.307521184,0.965214729574,0.000000000
3531000000.000000,0.314253072,-0.314253072,0.964466942026,0.000000000
3532000000.000000,0.295837769,-0.295837769,0.966513916242,0.000000000
3533000000.000000,0.294224839,-0.294224839,0.966693410123,0.000000000
3534000000.000000,0.293877858,-0.293877858,0.966732028038,0.000000000
3535000000.000000,0.292222115,-0.292222115,0.966916328372,0.000000000
3536000000.000000,0.295793278,-0.295793278,0.966518866948,0.000000000
3537000000.000000,0.257978061,-0.257978061,0.970735913055,0.000000000
3538000000.000000,0.282513694,-0.282513694,0.967997677468,0.000000000
3539000000.000000,0.268421081,-0.268421081,0.969569501401,0.000000000
3540000000.000000,0.264366940,-0.264366940,0.970022153820,0.000000000
3541000000.000000,0.259884767,-0.259884767,0.970522842785,0.000000000
3542000000.000000,0.268320112,-0.268320112,0.969580772213,0.000000000
3543000000.000000,0.247414499,-0.247414499,0.971917216013,0.000000000
3544000000.000000,0.244932981,-0.244932981,0.972194927880,0.000000000
3545000000.000000,0.265245013,-0.265245013,0.969924097403,0.000000000
3546000000.000000,0.245134451,-0.245134451,0.972172377991,0.000000000
3547000000.000000,0.246635045,-0.246635045,0.972004437793,0.000000000
3548000000.000000,0.247277721,-0.247277721,0.971932521059,0.000000000
3549000000.000000,0.233482322,-0.233482322,0.973477423302,0.000000000
3550000000.000000,0.234840983,-0.234840983,0.973325162287,0.000000000
3551000000.000000,0.244274976,-0.244274976,0.972268579904,0.000000000
3552000000.000000,0.221875094,-0.221875094,0.974779181451,0.000000000
3553000000.000000,0.215546963,-0.215546963,0.975489618518,0.000000000
3554000000.000000,0.206624766,-0.206624766,0.976492162021,0.000000000
3555000000.000000,0.195111605,-0.195111605,0.977787362193,0.000000000
3556000000.000000,0.189037771,-0.189037771,0.978471344529,0.000000000
3557000000.000000,0.197832243,-0.197832243,0.977481142682,0.000000000
3558000000.000000,0.185507347,-0.185507347,0.978869130016,0.000000000
3559000000.000000,0.179280281,-0.179280281,0.979571150009,0.000000000
3560000000.000000,0.186995608,-0.186995608,0.978701422618,0.000000000
3561000000.000000,0.178977644,-0.178977644,0.979605281186,0.000000000
3562000000.000000,0.163484446,-0.163484446,0.981354182361,0.000000000
3563000000.000000,0.172030295,-0.172030295,0.980389125157,0.000000000
3564000000.000000,0.174336264,-0.174336264,0.980128881595,0.000000000
3565000000.000000,0.160114140,-0.160114140,0.981735042099,0.000000000
3566000000.000000,0.169186889,-0.169186889,0.980710117107,0.000000000
3567000000.000000,0.148007316,-0.148007316,0.983104387227,0.000000000
3568000000.000000,0.148582588,-0.148582588,0.983039277753,0.000000000
3569000000.000000,0.151986124,-0.151986124,0.982654152651,0.000000000
3570000000.000000,0.157070928,-0.157070928,0.982079065731,0.000000000
3571000000.000000,0.130327178,-0.130327178,0.985107535312,0.000000000
3572000000.000000,0.147729774,-0.147729774,0.983135801063,0.000000000
3573000000.000000,0.123429191,-0.123429191,0.985890179143,0.000000000
3574000000.000000,0.135891322,-0.135891322,0.984476681692,0.000000000
3575000000.000000,0.133347125,-0.133347125,0.984765088475,0.000000000
3576000000.000000,0.121355517,-0.121355517,0.986125579198,0.000000000
3577000000.000000,0.113738385,-0.113738385,0.986990745989,0.000000000
3578000000.000000,0.101294044,-0.101294044,0.988405828693,0.000000000
3579000000.000000,0.114563368,-0.114563368,0.986897006378,0.000000000
3580000000.000000,0.092685139,-0.092685139,0.989385959740,0.000000000
3581000000.000000,0.111766829,-0.111766829,0.987214802300,0.000000000
3582000000.000000,0.099320028,-0.099320028,0.988630486239,0.000000000
3583000000.000000,0.098002406,-0.098002406,0.988780469734,0.000000000
3584000000.000000,0.109891195,-0.109891195,0.987428004823,0.000000000
3585000000.000000,0.083891178,-0.083891178,0.990388163064,0.000000000
3586000000.000000,0.087311897,-0.087311897,0.989998200409,0.000000000
3587000000.000000,0.094302890,-0.094302890,0.989201703303,0.000000000
3588000000.000000,0.063510981,-0.063510981,0.992714695525,0.000000000
3589000000.000000,0.076308885,-0.076308885,0.991253093676,0.000000000
3590000000.000000,0.075206652,-0.075206652,0.991378890946,0.000000000
3591000000.000000,0.056876786,-0.056876786,0.993473210645,0.000000000
3592000000.000000,0.054734959,-0.054734959,0.993718218376,0.000000000
3593000000.000000,0.046984997,-0.046984997,0.994605256492,0.000000000
3594000000.000000,0.045303467,-0.045303467,0.994797824041,0.000000000
3595000000.000000,0.041254529,-0.041254529,0.995261658354,0.000000000
3596000000.000000,0.042456831,-0.042456831,0.995123903637,0.000000000
3597000000.000000,0.039190590,-0.039190590,0.995498180289,0.000000000
3598000000.000000,0.044076475,-0.044076475,0.994938361768,0.000000000
3599000000.000000,0.055318316,-0.055318316,0.993651481055,0.000000000
3600000000.000000,0.037307265,-0.037307265,0.995714053385,0.000000000
3601000000.000000,0.041130615,-0.041130615,0.995275856984,0.000000000
3602000000.000000,0.031714462,-0.031714462,0.996355395381,0.000000000
3603000000.000000,0.028585077,-0.028585077,0.996714430725,0.000000000
3604000000.000000,0.041998470,-0.041998470,0.995176418468,0.000000000
3605000000.000000,0.045079698,-0.045079698,0.994823452709,0.000000000
3606000000.000000,0.019404789,-0.019404789,0.997768434758,0.000000000
3607000000.000000,0.025176006,-0.025176006,0.997105701775,0.000000000
3608000000.000000,0.002018566,-0.002018566,0.999767631003,0.000000000
3609000000.000000,0.006572680,-0.006572680,0.999243578482,0.000000000
3610000000.000000,0.005641941,-0.005641941,0.999350658451,0.000000000
3611000000.000000,0.017988899,-0.017988899,0.997931094607,0.000000000
3612000000.000000,0.013313955,-0.013313955,0.998468348462,0.000000000
3613000000.000000,-0.005246800,0.005246800,1.000604242654,0.000000000
3614000000.000000,-0.005179258,0.005179258,1.000596461926,0.000000000
3615000000.000000,0.022775649,-0.022775649,0.997381291322,0.000000000
3616000000.000000,-0.012625905,0.012625905,1.001454668037,0.000000000
3617000000.000000,-0.011631957,0.011631957,1.001340075640,0.000000000
3618000000.000000,-0.004798041,0.004798041,1.000552547482,0.000000000
3619000000.000000,0.014757704,-0.014757704,0.998302399095,0.000000000
3620000000.000000,0.003196523,-0.003196523,0.999632054398,0.000000000
3621000000.000000,0.015093102,-0.015093102,0.998263851269,0.000000000
3622000000.000000,-0.023565465,0.023565465,1.002716758138,0.000000000
3623000000.000000,-0.022306703,0.022306703,1.002571454623,0.000000000
3624000000.000000,-0.011148135,0.011148135,1.001284300482,0.000000000
3625000000.000000,-0.013105759,0.013105759,1.001509995162,0.000000000
3626000000.000000,-0.029106726,0.029106726,1.003356656667,0.000000000
3627000000.000000,-0.010532899,0.010532899,1.001213380362,0.000000000
3628000000.000000,-0.021766216,0.021766216,1.002509070687,0.000000000
3629000000.000000,-0.020878766,0.020878766,1.002406648107,0.000000000
3630000000.000000,-0.025068859,0.025068859,1.002890328018,0.000000000
3631000000.000000,-0.042797494,0.042797494,1.004939402411,0.000000000
3632000000.000000,-0.002390482,0.002390482,1.000275252286,0.000000000
3633000000.000000,-0.033510430,0.033510430,1.003865482610,0.000000000
3634000000.000000,-0.022376386,0.022376386,1.002579497836,0.000000000
3635000000.000000,-0.031784420,0.031784420,1.003666020057,0.000000000
3636000000.000000,-0.018587187,0.018587187,1.002142220267,0.000000000
3637000000.000000,-0.034838360,0.034838360,1.004018968902,0.000000000
3638000000.000000,-0.020228560,0.020228560,1.002331613027,0.000000000
3639000000.000000,-0.043439221,0.043439221,1.005013651636,0.000000000
3640000000.000000,-0.021296192,0.021296192,1.002454822868,0.000000000
3641000000.000000,-0.038408400,0.038408400,1.004431721625,0.000000000
3642000000.000000,-0.042433800,0.042433800,1.004897324651,0.000000000
3643000000.000000,-0.034092578,0.034092578,1.003932766203,0.000000000
3644000000.000000,-0.046770251,0.046770251,1.005399147281,0.000000000
3645000000.000000,-0.035976595,0.035976595,1.004150548333,0.000000000
3646000000.000000,-0.045555285,0.045555285,1.005258523764,0.000000000
3647000000.000000,-0.042061043,0.042061043,1.004854200171,0.000000000
3648000000.000000,-0.048142798,0.048142798,1.005558033323,0.000000000
3649000000.000000,-0.043497954,0.043497954,1.005020447447,0.000000000
3650000000.000000,-0.043430068,0.043430068,1.005012592575,0.000000000
3651000000.000000,-0.042886336,0.042886336,1.004949681299,0.000000000
3652000000.000000,-0.050608954,0.050608954,1.005843578634,0.000000000
3653000000.000000,-0.040933848,0.040933848,1.004723805568,0.000000000
3654000000.000000,-0.039588801,0.039588801,1.004568231853,0.000000000
3655000000.000000,-0.042278851,0.042278851,1.004879398284,0.000000000
3656000000.000000,-0.053669230,0.053669230,1.006198027218,0.000000000
3657000000.000000,-0.050961939,0.050961939,1.005884455841,0.000000000
3658000000.000000,-0.049862552,0.049862552,1.005757147487,0.000000000
3659000000.000000,-0.039398253,0.039398253,1.004546194230,0.000000000
3660000000.000000,-0.040274700,0.040274700,1.004647562766,0.000000000
3661000000.000000,-0.039677771,0.039677771,1.004578521749,0.000000000
3662000000.000000,-0.046295554,0.046295554,1.005344202200,0.000000000
3663000000.000000,-0.041664457,0.041664457,1.004808320932,0.000000000
3664000000.000000,-0.048119477,0.048119477,1.005555333474,0.000000000
3665000000.000000,-0.048221468,0.048221468,1.005567140923,0.000000000
3666000000.000000,-0.047394883,0.047394883,1.005471451569,0.000000000
3667000000.000000,-0.041117864,0.041117864,1.004745091495,0.000000000
3668000000.000000,-0.048661228,0.048661228,1.005618053313,0.000000000
3669000000.000000,-0.046126594,0.046126594,1.005324646194,0.000000000
3670000000.000000,-0.051278280,0.051278280,1.005921090924,0.000000000
3671000000.000000,-0.028440357,0.028440357,1.003279683535,0.000000000
3672000000.000000,-0.053259554,0.053259554,1.006150570311,0.000000000
3673000000.000000,-0.042476636,0.042476636,1.004902280492,0.000000000
3674000000.000000,-0.040852267,0.040852267,1.004714368884,0.000000000
3675000000.000000,-0.045087714,0.045087714,1.005204411048,0.000000000
3676000000.000000,-0.057837151,0.057837151,1.006680966838,0.000000000
3677000000.000000,-0.035209577,0.035209577,1.004061879518,0.000000000
3678000000.000000,-0.058379248,0.058379248,1.006743796989,0.000000000
3679000000.000000,-0.024444577,0.024444577,1.002818249750,0.000000000
3680000000.000000,-0.032083025,0.032083025,1.003700524852,0.000000000
3681000000.000000,-0.034152866,0.034152866,1.003939734437,0.000000000
3682000000.000000,-0.017319713,0.017319713,1.001995995000,0.000000000
3683000000.000000,-0.022285292,0.022285292,1.002568983254,0.000000000
3684000000.000000,-0.015370653,0.015370653,1.001771178510,0.000000000
3685000000.000000,-0.018593836,0.018593836,1.002142987402,0.000000000
3686000000.000000,-0.020761720,0.020761720,1.002393140349,0.000000000
3687000000.000000,-0.018185715,0.018185715,1.002095901150,0.000000000
3688000000.000000,-0.024171229,0.024171229,1.002786691204,0.000000000
3689000000.000000,-0.031203939,0.031203939,1.003598946952,0.000000000
3690000000.000000,-0.007921226,0.007921226,1.000912380812,0.000000000
3691000000.000000,-0.010916936,0.010916936,1.001257648883,0.000000000
3692000000.000000,-0.023861921,0.023861921,1.002750982205,0.000000000
3693000000.000000,-0.018840317,0.018840317,1.002171425791,0.000000000
3694000000.000000,-0.018286789,0.018286789,1.002107562181,0.000000000
3695000000.000000,-0.010831849,0.010831849,1.001247840608,0.000000000
3696000000.000000,-0.029951688,0.029951688,1.003454267795,0.000000000
3697000000.000000,-0.007017663,0.007017663,1.000808264781,0.000000000
